state,season,date,latitude,longitude,description
Pennsylvania,Spring,2015-05-01,40.94997,-80.07443, Fisherman on Lake Arthur startled by series of possible wood knocks and rock clacks
Pennsylvania,Summer,2016-08-15,40.92895,-80.07216," Knocks and responses heard near Muskrat Cove campground, Moraine State Park"
Pennsylvania,Winter,2009-11-30,40.65083,-78.52589, Pre-dawn whoops and movement heard near Prince Galitzin State Park
Pennsylvania,Fall,2008-10-16,41.34404,-78.04547, Objects thrown and banging on a cabin east of Jericho
Pennsylvania,Summer,1978-08-21,40.97015,-78.42314, Young boy observes animal chasing family horses
Pennsylvania,Summer,2008-09-13,41.12782,-78.5826, Brief sighting by motorist on Rt. 80 just west of the town of Clearfield
Pennsylvania,Summer,2003-09-30,41.31268,-78.39445, Hunters hear loud vocalization and breaking branches
Pennsylvania,Fall,1994-10-15,40.05148,-79.56702, Thirteen year old boy has afternoon sighting while playing.
Rhode Island,Fall,1998-10-15,41.98067,-71.6568, Daylight sighting by mountain biker in Black Hut Management Area outside Glendale
Alaska,Summer,2004-06-18,62.9375,-141.5667," Driver on Alcan Highway has noon, road encounter near Alaska-Canada border"
Alaska,Spring,1995-05-15,55.1872,-132.7982, Family observes large biped from car
Alaska,Summer,2000-06-16,61.5,-142.9, Campers' encounter just after dark in the Wrangell - St. Elias National Park and Preserve
Alaska,Summer,2004-07-20,57.7566,-155.981, Fishermen find footprints east of Egegik.
Alaska,Winter,2003-12-12,61.09085,-149.7667, Four nocturnal hikers get pelted with snow near Anchorage
Alabama,Winter,2007-08-06,31.99,-87.29, Wood knocks heard by hunter outside Camden
Alabama,Winter,1997-01-06,31.4515,-88.08305," Motorist confronted by hairy, man-like creature on roadside"
Alabama,Summer,1988-07-15,33.89236,-87.3775, Memory of 3 hairy fingers sliding under the front door outside Nauvoo
Alabama,Summer,1999-07-15,33.28375,-87.32655," Two outdoorsman fishing, loud vocalizations, footsteps heard"
Alabama,Summer,2014-03-30,32.91874,-85.9793, Memory told of a close dalylight observation outside Alexander City
Alabama,Fall,1999-11-23,33.36305,-86.17122, Woman recalls encountering a creature while driving through Talladega National Forest
Alabama,Summer,2000-07-15,33.48665,-85.8175, Large footprint found in a sandy creek bank near Talladega National Forest
Alabama,Summer,2007-04-22,33.35,-85.625, Sighting by a group of campers in Cheaha Mountain State Park
Alabama,Summer,2014-07-27,33.24084,-85.7894, Strange occurrences are ongoing at a rural home outside Talladega
Alabama,Summer,2003-06-28,33.26035,-87.31821, Lady sees large hairy creature on the side of the road
Alabama,Summer,2003-08-30,33.21145,-87.35664, Tracks and feces found in freshly turned field
Alabama,Spring,2012-03-15,33.20837,-87.28992, Unexplained happenings on a farm outside Tuscaloosa
Alabama,Spring,2014-12-27,33.37095,-87.6942, Sightings at night in the same area off Bone Camp Road near Northport
Alabama,Spring,1990-05-15,33.8957,-87.53395, Woman recounts childhood sighting of a white creature near the town of Kansas
Alabama,Fall,1990-09-15,33.97575,-87.45876, Hunters observe creature walking in the woods
Alabama,Spring,2010-03-12,33.8957,-87.53395, Motorist sights dirty-white upright creature near the town of Kansas
Alabama,Winter,2008-02-15,31.25385,-88.26291, Nighttime sighting of a tall blonde biped crossing Hwy. 45 north of Fruitdale
Alabama,Spring,2020-04-16,31.24305,-88.31126, Afternoon sighting of a bigfoot by motorist on Hwy 17 just north of Deer Park
Alaska,Winter,2004-02-15,61.0595,-149.7853," Snowmobiler has encounter in deep snow near Potter, AK"
Alaska,Summer,2009-07-15,64.89139,-147.8142, Daytime sighting of reddish-colored bigfoot near Fairbanks
Alaska,Spring,2001-05-13,55.4555,-132.7333, Two boys find footprints on Harris River bank
Alaska,Winter,2004-02-09,55.2035,-132.8202, Sasquatch walks past window of house at night
Alaska,Spring,2008-04-23,62.77335,-141.3165, Passenger on the Alcan Highway sees a tall bipedal creature walk across the road
Alaska,Fall,2008-08-20,63.98869,-142.7691, Hunter describes powerful wood knocks at a cabin in remote wilderness south of the town of Chicken
Rhode Island,Spring,2011-11-15,41.81391,-71.74425, Early morning sighting by a motorist along Route 6 near Foster
Pennsylvania,Summer,1961-07-01,39.76366,-77.27178," Possible encounter between a juvenile and a human child, near Gettysburg"
Alabama,Fall,2004-09-30,33.6205,-86.4664, Adult recalls childhood sighting at dusk near Moody
Alabama,Winter,2004-05-09,33.3674,-86.64066, Nighttime Sighting on County Road
Alabama,Fall,1981-09-15,32.31435,-85.16235," Man and witnesses have two seperate sighting, 1st while fishing, 2nd while driving"
Alabama,Spring,2007-08-26,31.85,-85.925, Possible stalking on mountain outside Troy
Alabama,Fall,1980-11-15,33.13195,-88.17885," Witnesses spot a tall, brown object moving on a hill, also reported are moans and a sighting where red eyes are described"
Alabama,Summer,2000-06-01,34.4881,-86.6333, Daylight sighting by lady while her husband was clearing trees
Alabama,Summer,2007-02-04,30.47612,-88.34223, Nighttime sighting by motorists outside Grand Bay
Alabama,Summer,1992-08-15,34.27607,-86.17524, Evening sighting by family driving by Guntersville Lake
Alabama,Winter,1983-11-15,34.95605,-86.4559, A resident's early evening sighting next to his home near New Market
Alabama,Winter,2007-05-19,32.43,-85.705, Sighting by duck hunters in swamp area within Tuskegee National Forest
Alabama,Spring,2001-04-13,32.184,-86.581, Early morning sighting by a fisherman south of Montgomery
Alabama,Spring,1978-04-15,34.92855,-87.1105," Person fishing recounts story of his encounter with a large, bipedal creature that was wading in the water"
Alabama,Spring,2002-05-30,32.6825,-85.2222, Possible stalking of couple parked at power line cut outside Opelika
Alabama,Spring,2008-04-15,34.8986,-87.95277, Recollection of seeing a hair covered creature squatting next to a road near Waterloo
Alabama,Summer,2012-05-21,33.41574,-88.12475, Daylight road crossing near Vernon
Alabama,Fall,1979-09-15,33.8132,-86.7891, Hiker has daylight sighting near Warrior.
Alabama,Spring,2013-10-02,33.55153,-86.98473, Night fisherman first hears and then observes two Bigfoots in his spotlight near Birmingham
Alabama,Winter,2003-11-26,32.6218,-85.4258, Four youths have harrowing experience in Alabama backwoods.
Alabama,Winter,2007-01-30,32.67715,-85.21545, Couple reports possible stalking near abandoned rural graveyard outside town of Valley
Alabama,Summer,1993-08-20,34.9263,-87.02025, Young man has sighting near home
Alabama,Fall,2001-10-15,34.6802,-87.00665, Man on his way to work  sees sasquatch crossing road in his headlights
Alabama,Summer,2006-09-22,34.73139,-86.97057, Possible vocalizations reported near Tanner
Alabama,Summer,2004-05-28,34.7325,-86.52105, Recollection of an afternoon sighting on Green Mountain
Alabama,Winter,2009-02-24,34.71139,-86.6575, Exec on business trip has sighting from balcony of hotel near Huntsville
Alabama,Fall,2000-10-10,34.5422,-86.66465, Daylight sighting by husband and wife near home near Valhermosa Springs
Alabama,Fall,2008-11-28,34.55946,-86.59747, Ohio howl type vocalizations for several hours in early morning near Lacey's Spring
Alabama,Summer,2012-08-15,34.32279,-86.5045, Kayaker has rocks thrown and observes the culprit near Union Grove
Alabama,Winter,2013-03-16,34.47091,-86.56954, Nighttime encounters close to home near Morgan
Alabama,Summer,2007-09-01,33.13,-88.14999, Daylight sighting at eastern dike of East Lagoon in Aliceville
Alabama,Winter,2005-02-05,33.6332,-86.2952, Hikers find footprints near Pell City.
Alabama,Summer,2007-07-18,33.59,-86.5, Roadside Sighting near Moody
Alabama,Winter,2012-12-01,34.56327,-85.79889, Large black figure seen on a ridgeline near Hytop
Alabama,Summer,2014-09-17,31.23374,-85.21574, Nighttime sighting by a motorist west of Newville
Alabama,Winter,2006-07-06,31.00002,-86.99782, Daylight sighting by hunter near the Alabama / Mississippi border
Alabama,Fall,2012-11-01,33.82162,-85.48985, Multiple sightings close to Lookout Mountain near Gadsden
Alabama,Fall,1983-10-14,31.13586,-87.06486, Memory told of a close encounter while riding a bike as a teen in Brewton
Alabama,Spring,2008-01-19,31.35,-85.7075, Possible daylight encounter on Fort Rucker Army Base
Alabama,Winter,2013-01-23,34.29511,-86.88621, Deer hunter hears then sees large hair-covered biped near the Morgan County line
Alabama,Fall,1978-10-10,31.34781,-86.54527, Daylight observation remembered of a Bigfoot holding a baby pig near Andalusia
Alabama,Fall,1999-11-15,34.80405,-87.50905, Man has repeated visits at family farm
Alabama,Winter,2013-01-28,31.53475,-85.7944, Motorist observes a tall biped with an ape-like face while driving at dusk near Ariton
Alabama,Fall,1994-09-15,33.7065,-85.57415, Husband and wife hear scream while fishing
Alabama,Winter,2008-01-19,33.46345,-85.87055, Camper Awakened by Loud Wood Knocks in Talladega National Forrest
Alabama,Winter,1996-12-05,31.58255,-87.96095," Motorist sees Bigfoot like creature, hears scream"
Alabama,Summer,2014-06-17,34.14117,-85.22781, Motorist has a daylight sighting on Hwy. 9 east of Cedar Bluff
Alabama,Spring,2000-05-13,32.76967,-86.4891, Daylight sighting while riding ATV on his private property outside Verbena
Alabama,Fall,2013-10-15,32.48322,-86.37698, Late afternoon sighting by a bow hunter in his tree stand south of Clanton
Alabama,Fall,2002-09-16,31.809,-87.56807, Possible ongoing activty in a rural community near Chance
Alabama,Fall,2008-08-31,31.20325,-87.5047, Two friends have a possible nighttime sighting on a rural road outside Madison
Alabama,Fall,2013-11-10,33.12572,-85.49103, Daytime road crossing seen near Ashland
Alabama,Summer,2020-06-15,33.64341,-85.41961, Sighting of a Sasquatch crossing forest road off I-20 near AL/GA state border.
Alabama,Winter,2005-01-12,34.70112,-87.77686, Daylight sighting of a Bigfoot outside Muscle Shoals
Alabama,Winter,2000-02-10,31.16,-87.09069, Nighttime sighting by two teens in southern Conecuh County
Alabama,Spring,2007-09-12,31.29,-86.255, Possible repeat approaches to a rural residence at night outside OPP
Alabama,Summer,2014-06-09,34.00806,-86.96416, Motorist observes a Bigfoot chasing a deer at night near Bremen
Alabama,Spring,2011-04-01,31.30503,-85.61766, Possible late night encounter outside a home near Pinckard
Alabama,Summer,2006-09-10,32.30673,-87.24547, Daylight road crossing sighting near Orrville
Alabama,Winter,2013-01-27,34.04129,-85.86473, Motorist has two possible sightings on the Appalachian Hwy. near Gadsden
Alabama,Summer,2014-12-31,31.651,-85.19265," Memory told of a close up daylight encounter with two, possibly young, Bigfoots near Abbeville"
Alabama,Summer,2013-08-24,34.24174,-85.08995, Possible encounter while fishing Lake Guntersville at night
Alabama,Summer,1975-08-25,34.1288,-86.68, Two separate sighting reports of a creature
Alabama,Summer,2007-09-12,33.1,-86.86, Rescue workers describes possible stalking on the Cahaba River outside Montevallo
Alabama,Winter,1980-01-12,31.86801,-85.35995, Motorists pulled over on a rural highway at night describe standoff in headlights east of Clayton
Alabama,Summer,1979-09-14,30.7113,-87.91833, Man recalls a sighting after Hurricane Frederic north of Mobile
Alabama,Unknown,1985-08-15,32.4456,-86.5653, Night hunters hear strange screams in the woods
Alabama,Fall,2021-11-21,30.31786,-87.64934, LAST SUNDAY: Possible road crossing sighting of a sasquatch 5 miles NE of Gulf Shores
Alabama,Fall,2006-06-03,33.00014,-86.00004, Possible daylight sighting near freeway outside Birmingham
Alabama,Summer,2014-01-14,33.89833,-86.84557, Recollection of a roadside sighting of a white Bigfoot near Blount Springs
West Virginia,Winter,2005-12-03,37.58135,-81.29745, Daylight sighting near an abandonned mining chamber near Amigo
Vermont,Fall,2005-10-08,43.4654,-72.7051," Evening sighting by motorists on Tyson Road, off Route 100, outside Ludlow"
Virginia,Spring,1984-04-08,37.22647,-81.09017," Boy sees ""Bigfoot"" in the woods while looking out the car window"
Texas,Winter,1996-12-22,32.7943,-95.5425, Night time road crossing observation
South Dakota,Fall,2002-12-04,43.35851,-102.3971, Large bipedal animal frequently observed by a South Dakota family
Mississippi,Winter,2006-01-05,34.60905,-88.19894, Sundown sighting near Tishomingo State Park
Missouri,Spring,2018-04-14,37.46041,-92.63587, Broken trees and possible print found after swaying animal evades hunters near Grovespring
Michigan,Fall,2000-10-01,44.16985,-85.63835, Possible intimidation experienced by two bow hunters near Cadillac
Maine,Fall,2016-01-30,44.6908,-69.3614, Trail camera captures unknown creature on hunting property near Burnham
Maine,Winter,2016-02-27,43.6676,-70.6235, Possible track way found in the snow hear Hollis
Maine,Winter,2017-02-14,43.2045,-70.81187, Possible track way found in the snow in Vaughn Woods State Park east of Dover
Michigan,Fall,2000-10-21,44.50587,-85.51546, Teens shining for deer have a scary encounter near Kingsley
Michigan,Fall,2008-09-25,44.45835,-85.6667, Disoriented coon hunter is followed out of the woods and experiences possible intimidation near Buckley
Missouri,Fall,2020-10-05,37.46392,-92.52242, Motorist's daylight sighting in farmlands 45 miles northeast of Springfield
Mississippi,Winter,2013-02-16,34.735,-88.26655, Possible night screams heard near Burnsville
Tennessee,Fall,2008-10-27,35.9978,-86.2011, Hunter hears loud uknown vocalizations near Greenvale
Tennessee,Summer,2010-07-16,36.25466,-86.15759, Two witnesses recount a close daytime encounter with a very curious creature near Lebanon
Texas,Winter,2004-03-25,32.69028,-95.61056, Hog hunter encounters unknown animal near Sabine River.
Texas,Spring,2006-02-01,32.85232,-95.46671," Woman describes husband's daytime sighting on ranch near Quitman, TX."
Utah,Spring,1962-05-01,41.5,-111.75, Daylight sighting off Highway 89 in the Wasatch Mountains.
Utah,Fall,2007-08-31,41.41125,-111.5833, Grandson relates grandparents' accounts in the Wasatch-Cache National Forest
Virginia,Fall,2003-10-23,37.00085,-80.8797, Possible vocalizations heard by a farmer near Max Meadows
Virginia,Summer,2011-06-10,36.932,-80.89, Possible encounter behind a fish hatchery near Fort Chiswell
Virginia,Spring,2019-04-10,37.0048,-81.11751, Couple saw a juvenile Bigfoot jumping a fence.
Vermont,Spring,2015-05-24,43.43623,-72.43684, Possible footprints found by a hiker on Mt. Ascutney
Washington,Spring,1950-05-01,45.75056,-121.6508, Mother relates story of daughter sighting a large animal near Mill A School
Washington,Fall,1967-10-18,46.385,-122.1379, Witness saw something he felt confident few men had ever seen
Washington,Winter,1969-03-05,45.66194,-122.0144, Fisherman witnesses bigfoot cross the road in front of his car
Washington,Winter,1969-03-09,46.3341,-121.7913, Family on vacation find tracks in an isolated area.
Washington,Summer,1971-08-27,46.27583,-122.2083, Witness observed creature walking up a hill
Washington,Spring,1972-05-22,45.74639,-122.2375," Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock"
Washington,Spring,1978-04-29,45.62778,-122.0194," Daylight observation from Beacon Rock, along the Columbia River"
Washington,Spring,1980-04-15,45.69833,-121.7753, Department of Natural Resources tree-planting crew views two animals walking upright near Home Valley
Washington,Summer,1985-06-08,45.63921,-121.9883, Memory told of a daylight sighting at a golf course in North Bonneville
Washington,Summer,1985-07-01,46.04722,-122.1914, Campers awakened by late-night visitor in the Indian Heaven Wilderness
Washington,Summer,1991-07-15,46.295,-121.5478, Climber has night-time sighting near Mt. Adams wilderness
Washington,Summer,1993-08-02,46.0189,-121.7476, Campers find footprint in Indian Heaven Wilderness
Washington,Spring,1997-05-15,46.0803,-121.7512, Hiking couple hears calls and finds footprints near Mt. Adams
Washington,Summer,1997-06-15,45.94002,-121.7582, Memory told of hearing a possible vocalization from a tent during noon storm at Goose Lake
Washington,Fall,1997-11-20,46.15194,-122.1572, Creature seen by witnesses at the bottom of the hill
Washington,Unknown,1998-06-18,46.17861,-122.0514, Witness heard what sounded like sticks being beaten on wood
Washington,Summer,1998-08-27,46.10444,-122.015, Family finds track and scat pile while hiking southeast of Mt. St. Helens
Washington,Fall,1999-09-06,46.1036,-121.7944, Bowhunters find track and hear vocalizations near Indian Heaven Wilderness
Washington,Winter,1999-10-20,46.3105,-122.028, Large animal lures men away from possible younger animal near Mt. St. Helens
Washington,Summer,2000-09-15,46.08515,-121.7064, Bow hunters find footprint and hear vocalizations near Indian Heaven Wilderness
Washington,Winter,2001-03-04,46.10861,-122.1283, Mountain climbers hear loud scream on Mount St. Helens
Washington,Summer,2001-08-11,46.1333,-121.8, Campers hear vocalizations and find possible prints near Skookum Meadow
Washington,Summer,2001-08-15,45.9667,-121.6667," Spelunkers hear loud, garbled howls on consecutive nights near Trout Lake"
Washington,Summer,2002-08-03,45.8083,-121.9063," Fishermen encounter upright, slender animal near Lone Butte"
Washington,Fall,2002-10-20,46.0969,-121.9191, Several sets of tracks found near Skookum Meadows
Washington,Summer,2003-06-25,46.21583,-121.9192, Multiple screams heard
Washington,Fall,2004-09-15,46.3751,-122.1301, Elk hunter hears loud screams at night near Deadman's Lake
Washington,Summer,2004-11-08,46.3105,-121.9256, Couple has sighting of something standing on a gravel road
Washington,Winter,2004-11-29,46.05,-121.95, Motorist Has Late Night Sighting Near Eagle Cliff
Washington,Summer,2005-02-05,45.723,-121.8864, Stevenson Ridge vocalization startles father and son
Washington,Summer,2005-08-19,46.13795,-122.3291, Campers hear possible vocalizations at night near Kalama Horse Camp
Washington,Fall,2005-11-17,45.74715,-122.2339, Daylight sighting by a backpacker on Silver Star Mountain (See Photos)
Washington,Summer,2007-09-03,46.40153,-121.8738," Man and girlfriend, camping, hear loud footsteps and tree knocking near Cispus, Washington"
Washington,Fall,2008-11-26,45.9216,-121.718, Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake
Washington,Summer,2009-09-09,45.96578,-121.7576, Backpacker hears multiple vocalizations while camping near Trout Lake
Washington,Fall,2010-09-25,45.83632,-121.921, Couple hear strange vocalization at their cabin near Carson
Washington,Winter,2016-11-07,46.33448,-122.0504," Elk hunters have knock answered, hear roar vocalization, have tent slapped, north of Mt. St. Helens."
Washington,Summer,2019-09-01,45.80191,-121.9223," Campers describe sounds, rock throwing and brief sighting at dark near Wind River Work Center outside Carson"
Washington,Winter,2020-01-04,45.75957,-121.6267," Road crossing sighting 3mi north of Columbia Gorge, south of Willard"
Washington,Spring,2020-05-15,45.74796,-122.2389, Vocalizations near the summit of Silver Star Mountain
Washington,Fall,2020-12-16,46.13657,-122.1692, Possible wood knocks heard near Marble mountain Sno-Park
Wisconsin,Winter,2012-02-18,44.42315,-89.7793, Passenger sees a large figure moving between buildings in Biron
Wisconsin,Winter,2012-12-19,44.4308,-89.7715, Hikers make a vocalization and hear possible return vocalizations outside Biron
Maryland,Summer,1994-08-15,39.21564,-77.4608, Vocals and thrown objects experienced by two friends exploring
Maryland,Spring,1999-04-15,38.63295,-75.80465, Memory told of a possible late night sighting while driving near Hurlock
Maine,Fall,1970-11-15,46.1333,-68.8405, Hunters find scat and have large rock thrown at them
Maine,Fall,2020-11-12,44.78159,-68.2283," Knocks heard near Spectacle Pond, 27 miles east of Bangor"
Maine,Summer,2016-07-26,45.04705,-70.99485, Possible footprint found by a family looking for moose antlers near Wilson Mills
Maine,Fall,2020-09-26,44.34113,-70.61507, Multi-witness daylight sighting along powerlines south of Bryant Pond
Maine,Fall,2020-10-19,45.04943,-68.63222, Distinct wood knocks heard 18 miles NNE of Bangor
Maryland,Summer,1972-08-15,39.01142,-76.53862, Child sees large figure looking at him in window at night
Maryland,Fall,2005-09-14,38.81639,-76.54514," Bow hunter hears vocalizations, smells foul odor"
Maryland,Spring,2008-05-01,39.11378,-76.811, Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve
Maryland,Summer,2010-08-15,39.08414,-76.82731, Man recalls seeing a tall dark creature behind his house at dusk near Laurel
Maryland,Spring,2011-05-14,39.6946,-76.6691, Night hikers possibly stalked near Bee Tree Preserve
Maryland,Fall,1993-09-15,39.67183,-76.34047, Memories told of several incidents including an observation through a rifle scope while target practicing outside Street
Maryland,Winter,2014-03-15,39.06392,-77.2948, Possible nighttime sighting through a living room window near Potomac
Maryland,Spring,1989-05-15,39.64819,-78.32549, Recollection of possible vocalizations and brush crashing while camping in the Lil-Aaron Straus Wilderness Area
Michigan,Summer,1974-07-30,42.2375,-83.67, Man recalls family experiencing possible intimidation near Ann Arbor
Michigan,Spring,1962-04-01,45.964,-86.1437, Man recalls multi-witness sighting in teen years near Manistique
Michigan,Summer,1987-08-15,43.26806,-82.53083," Witness observes strange ""monkey-like"" animal from bedroom window."
Michigan,Fall,1968-11-15,44.377,-84.4995, Hunter recalls a possible encounter during deer season near St. Helen
Michigan,Spring,1967-05-17,45.40985,-83.85985, Woman remembers childhood sighting near Rogers City
Michigan,Summer,1994-07-16,43.103,-86.075, Mother and son find footprints in woods near Nunica.
Michigan,Summer,2011-11-05,45.0,-85.0, Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord
Michigan,Fall,1989-11-01,43.857,-85.30701, Hunter recalls incidents near Pecks Lake
Michigan,Summer,2002-07-20,46.87111,-89.31389, Scientist hears nocturnal vocalizations near Ontanagon.
Michigan,Unknown,1976-06-15,43.55,-86.325, Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's
Michigan,Summer,2000-06-15,43.5345,-86.29, Possible nighttime activity while camping and a chimp-like animal seen lifeless in the road near New Era
Michigan,Summer,2011-07-15,43.674,-86.4565, Motorists describe a nighttime sighting near the Manistee National Forest.
Michigan,Summer,2001-07-15,44.2055,-83.95399, Family members describe possible nighttime vocalizations heard over the years near Prescott
Michigan,Fall,2003-11-17,44.36434,-84.05358, Deer hunter watches large bipedal animal in Rifle River State Park.
Michigan,Spring,2006-05-15,44.34035,-84.00156, Vacationer hears possible howls at night near Henderson Lake
Michigan,Fall,2008-10-22,44.41835,-84.40335, Night Time Sighting by Motorist - South of Lupton
Michigan,Summer,2016-09-06,44.48875,-83.88607, Motorist has a possible daylight sighting just north of South Branch
Michigan,Spring,2009-05-04,44.1305,-85.2165, Close encounter experienced while waiting for the school bus near Marion
Michigan,Fall,1997-10-01,44.5256,-84.06493, Two men see a bigfoot cross a road near Rose City
Michigan,Summer,2006-07-09,44.53665,-84.16389, Possible daylight sighting by backwoods motorist couple near Huron National Forest
Michigan,Fall,2008-10-12,44.76,-84.12485,  Hunter tells of his daylight encounter while baiting bear outside Lewiston
Michigan,Fall,2008-11-18,44.565,-83.845, Bird hunter surprises a resting sasquatch near Curtisville
Michigan,Summer,2010-10-09,44.59665,-84.0415, Man recounts two experiences with bigfoot while camping in the Lower Peninsula
Michigan,Spring,2013-03-12,44.68,-84.01165, Possible daylight sighting by a motorist near Mio.
Michigan,Fall,2002-11-07,42.86361,-86.16861, Two cars stop to let pair of BF cross the road.
Michigan,Summer,2003-07-15,45.351,-83.4885, Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse
Michigan,Summer,1980-08-12,44.4355,-84.7602, Two firefighters have near collision with animal north of Houghton Lake.
Michigan,Spring,1999-04-14,44.29188,-84.72922, Daylight sighting in woods behind high school outside Houghton Lake
Michigan,Fall,2009-07-16,44.17335,-84.6, Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake
Michigan,Fall,2011-11-14,44.398,-84.4445, Resonant vocalizations and bipedal movement heard by hunter camped near Roscommon
Michigan,Fall,2013-02-05,44.41775,-84.5914, Recollection of a possible road crossing at dusk near Roscommon
Michigan,Summer,2020-08-01,43.39116,-82.53918, Daylight sighting along Lake Huron north of Lexington
Michigan,Winter,1977-01-01,46.34575,-85.95865, Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge
Michigan,Summer,1993-06-07,46.3126,-86.5228, Young ape-like creature seen squatting on a tree limb near Shingleton
Michigan,Fall,2002-09-15,46.18968,-85.97613, Partridge hunter has a daylight sighting while driving from Germfask
Michigan,Summer,2006-07-11,45.9796,-86.0221, Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula)
Michigan,Summer,2007-06-01,46.159,-86.611, Possible footprint and chatter outside Wetmore
Michigan,Summer,2010-08-15,46.19183,-86.21193, Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge
Michigan,Winter,1999-02-15,43.41444,-83.18583," Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods."
Michigan,Summer,1999-06-19,42.15965,-83.55718, Father describes possible late night vocalizations heard by his boys near Willis
Michigan,Winter,2001-02-15,42.285,-83.59014," Bare, wide footprints seen in the mud of a February thaw"
Michigan,Summer,2001-08-07,42.30472,-83.60472, 2 witnesses see a BF at night in the headlights
Michigan,Spring,2004-03-27,42.40611,-83.58, Young man sees strange animal running down road under streetlight.
Michigan,Summer,2004-08-31,42.36639,-83.86097, Loud vocalization heard near gravel pit
Michigan,Fall,2011-07-14,42.43235,-84.2915, Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area
Michigan,Summer,1979-07-15,43.4245,-86.353," Avid hiker recalls years of experience living in an area with what local people called the ""Shadow People"" near Montague"
Michigan,Summer,1986-09-01,43.45135,-85.12935, Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant
Michigan,Fall,1982-09-15,43.60667,-85.27652, Teen hears extremely loud vocalization along path near home
Michigan,Winter,1962-11-15,44.1708,-86.10335, Memory told of a possible encounter while deer hunting east of Manistee
Michigan,Summer,1979-06-01,45.91515,-84.87524," Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace"
Michigan,Winter,1972-02-25,46.52889,-85.49639, Snowmobiler finds large barefoot tracks in upper peninsula of Michigan
Michigan,Spring,1977-05-15,41.93,-84.35389, Large Hairy Arm Knocks in Window Screen
Michigan,Summer,2013-09-02,44.83369,-85.72845, Possible activity at a cabin outside Traverse City
Michigan,Summer,2012-07-15,44.0559,-85.92196, Late afternoon sighting by two brothers near Baldwin
Michigan,Summer,1978-07-15,41.871,-84.2995, Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park
Michigan,Fall,1980-11-16,42.068,-84.22701, Passenger recalls a nighttime sighting near Brooklyn.
Michigan,Spring,1995-06-01,41.80832,-84.20835, Possible dusk sighting near Lake Hudson State Park
Michigan,Summer,1978-07-01,42.68505,-84.04025, Juvenile Bigfoot crosses road and clears a fence near Fowlerville
Michigan,Summer,1986-07-01,46.56725,-85.589, Man describes road sighting in teen years near Pine Stump Junction
Michigan,Summer,2005-07-15,46.71195,-85.38834, Rock hunters watch tall upright figure along Lake Superior near Newberry
Michigan,Spring,2015-05-10,46.01793,-84.72002, Fisherman finds possible footprints on the Carp River north of St. Ignace
Michigan,Fall,1984-10-01,44.38367,-86.19037, Memory told of an early evening sighting at a migrant work camp in Bear Lake
Michigan,Fall,1995-11-15,44.4887,-85.93575, Possible bluff charge toward a hunter in a blind near Copemish
Michigan,Winter,2009-11-15,44.22671,-86.10172," Grandfather and grandson witness a big, black creature chasing a deer near Manistee"
Michigan,Spring,2012-04-05,44.25533,-85.9222, Night fishermen startled while in their boat at Tippy Dam Campground
Michigan,Fall,1990-10-01,46.09045,-87.48289, Daylight sighting by hunters near Gwinn (Upper Peninsula)
Michigan,Summer,1991-08-01,46.61183,-87.73236, Horseback rider has close range sighting in jackpine forest
Michigan,Summer,1996-07-14,46.47182,-87.42407, Bikers have daylight sighting near Marquette.
Michigan,Fall,2002-11-15,46.60424,-87.46171, Nighttime sighting on CR550 outside Marquette
Michigan,Winter,2004-01-22,46.52545,-87.5034, Possible footprints found in snow outside Marquette
Michigan,Winter,2007-01-19,46.34445,-87.3459, Possible tracks in snow near Gwinn
Michigan,Fall,2006-11-20,44.091,-86.42896, Possible footprints found near Manistee
Michigan,Spring,2012-05-14,43.577,-85.293, Family reports possible vocalizations and unexplained activity near Mecosta
Michigan,Summer,2013-07-13,45.7457,-87.87157, Fisherman sees tall figure with orange eyeshine leaving the Menominee River near Norway
Michigan,Winter,2021-01-30,45.69347,-87.74364, Coyote hunters watch upright figure at night in woodline with glowing yellowish eyes outside Faithorn
Michigan,Fall,1972-11-15,43.79834,-84.2114, BF shakes bush and screams at 2 hunters
Michigan,Fall,1977-09-15,43.59611,-84.42722," Witness and cousin see ""hairy brown man-like creature"" watching them"
Michigan,Fall,1997-11-15,43.74,-84.58583," witness describes an ""ape-like"" creature along a road."
Michigan,Summer,2009-09-15,41.972,-83.3595, Retired police officer describes possible nighttime sighting near Monroe.
Michigan,Summer,2002-06-12,43.235,-85.34194, Late night sighting by motorist on 19 Mile Rd. near Greenville
